,name,time,tweet
112,✡︎ פאן יון,2022-05-27 05:10:09+00:00,"https://t.co/etLnBcZQGf
Polisi menungkap motif pembunuhan dan pemerkosaan tersangka MA (23) terhadap AW (19) di seb… https://t.co/VjtL3pl9aM"
113,Tribun Batam,2022-05-27 05:07:52+00:00,"Memendam rasa ke Adik ipar, seorang Pria akhirnya nekat melakukan pemerkosaan dan pembunuhan.

https://t.co/yhHKReG8e2."
114,JPNN.com,2022-05-27 04:15:03+00:00,Pria di Demak tega perkosa dan bunuh adik iparnya. Berikut fakta-fakta dari kepolisian.  #pemerkosaan https://t.co/wXM1JpyGfk
115,Bella 🌲🥬,2022-05-27 03:24:51+00:00,"@oohxiaolu Maslah predebut, jdi pas predebut tuh dia ada nglive gitu trs ngomongin pemerkosaan pdahal masih dibawah… https://t.co/NmHyxJtJx9"
116,txtdariorangsambat,2022-05-27 01:21:07+00:00,"@Ndoro68295960 @Fido_Dildo @Mpok_Hanum @anasanti_mila Pedofil orientasi seksual yang berdasarkan umur, salah? Ya me… https://t.co/7bu1m6Dlv8"
117,Herald.id,2022-05-27 01:11:39+00:00,"Cemburu Mulai Pacaran, Siswi Madrasah Aliyah Diperkosa Kakak Ipar, 2 Kali dalam Semalam, Korban Diduga sudah Mening… https://t.co/4UmzTNi28R"
118,Indy Putri,2022-05-27 00:50:14+00:00,"Polisi Amankan Pelaku Pemerkosaan dan Pembunuhan Sadis di Demak, Jasad Adik Ipar Dibuang di Kebun… https://t.co/aADrppHMPy"
119,Terkinidotid,2022-05-27 00:41:44+00:00,Aborsi di Indonesia Akan Diperbolehkan Oleh Pemerintah Bagi Perempuan Korban Pemerkosaan Dalam RKUHP… https://t.co/CeAJ7obvy7
120,Herald.id,2022-05-26 23:46:19+00:00,"Diduga Jadi Korban Pemerkosaan, Pemuda 16 Tahun Depresi Usai Berhubungan Badan dengan Emak-emak https://t.co/NA2P5Mb6Sr"
121,Zozro,2022-05-26 23:09:25+00:00,"@musurifu @Ustadz_Ahong Pasti dipikiran anda masalah perngentotan, kalo mau di kaitkan azab harusnya semua dosa mas… https://t.co/bcHcuBoZT2"
122,Asdin,2022-05-26 22:38:04+00:00,@seruanhl Dari penampilan.. Maka aurat wanita semua kecual wajah dan kedua telapak tangan... Ya jangan aneh.. Terja… https://t.co/3noYINh24V
123,Econ Karim,2022-05-26 21:24:09+00:00,"@_ekokuntadhi Dia ga baca atau nonton tv atau ga punya tv. Ada pria mau maling ke rumah janda, lihat telapak kakiny… https://t.co/UqRONBpS0P"
124,jfopgoo,2022-05-26 20:10:20+00:00,Bokep Barat Pemerkosaan Anak Tetangga Yang Masih Sekolah https://t.co/bYSkFBjF8r https://t.co/4rGekdRY5B
125,fi | biblee project on 📌,2022-05-26 20:07:11+00:00,@24hourlshkb episode 12 itu pas ada korban pemerkosaan
126,jfopgoo,2022-05-26 19:33:40+00:00,Bokep Barat Pemerkosaan Teman Nakal Sampe Menyerah https://t.co/JvHoR60Kay https://t.co/dvF5KJ4F2i
127,Dakwah HIJAB +62,2022-05-26 18:31:03+00:00,Di India setiap hari ada korban pemerkosaan.. bukan krn tidk memakai jilbab. Tp memakai jilbab setidaknya bisa mengurangi tindakan asusila
128,Jawa Pos,2022-05-26 17:21:17+00:00,Polres Demak Tangkap Pelaku Pemerkosaan dan Pembunuhan Adik Ipar https://t.co/ZL67pPyGo5
129,detikcom,2022-05-26 16:46:15+00:00,#Terpopuler Seorang bocah berinisial NK (14) memperkosa siswi SMP berusia 13 tahun di kuburan di Minahasa Selatan.… https://t.co/NdIDaFBeNS
