,name,time,tweet
92,Acashia,2022-05-22 16:47:46+00:00,"Trs jg udh lah selesaiin di sini aj gausah di bawa ke ranah hukum. Kasus pencurian, pemerkosaan, dll aja blm tentu… https://t.co/nTcV9P4VTH"
93,frans Alle,2022-05-22 16:03:40+00:00,@DiposuroP Ha.....ha....lupa ingatan yah...saat masa cw yg bertelanjang dada spt itu apa ada kejadian  spt skrg pel… https://t.co/BJ9s83JO7P
94,Unhinge,2022-05-22 15:57:22+00:00,"@erasmus70 Kalau di film2 tentang negara korup, menangani kasus narkoba lebih cuan dibanding pemerkosaan, tapi perc… https://t.co/352tPG1sT3"
95,Tholib,2022-05-22 15:43:29+00:00,"Akhirnya pada nyari ""gratisan"" , lewat jalan : penculikan, pemerkosaan, pencabulan, dst. 
klo gk ada cowok/cewek de… https://t.co/8C8c6DwdFZ"
96,Tholib,2022-05-22 15:43:26+00:00,"Lanjuuut...

Liat tuh muka smua pelaku kekerasan seksual, pencabulan, pemerkosaan, pedofil, dll. Rata2 bermuka ""ora… https://t.co/gdHJEs7PxV"
97,MirnaSetyawati,2022-05-22 15:11:46+00:00,Sy cuma MALING UANG SERATUS RIBU beli kunci rumah Krn dikejar pasukan Hadi cs tahun lalu utk diperkosa sekali lagi… https://t.co/K34tLalM6e
98,lupa diri,2022-05-22 15:07:40+00:00,"@wajahsementara @JinNonik MUI tak setuju dengan otak saudara ini...
https://t.co/q34kplKvMy"
99,Princess Cherry Berry,2022-05-22 15:05:22+00:00,Melawan tersangka pemerkosaan juga nggak papa menurutku. https://t.co/QRWuDxEnbY
100,| THE GREAT MEMELORD |,2022-05-22 14:22:05+00:00,"@unmagnetism Lhoh lha memang seks dipaksa namanya pemerkosaan 🤣
 kalo menurut anda seks dipaksa itu bukan termasuk… https://t.co/G6bT8jLMfF"
101,Free Porn Movies,2022-05-22 14:20:23+00:00,"Download Bokep #publicagent #jepang #pemerkosaan #faketaxi #fakeagent #anal #indo #perawan Semua nya lengkap
https://t.co/jSm2nUMbKA"
102,Trak,2022-05-22 14:19:44+00:00,"@Arelinayah @guacapekbgtt @AREAJULID Tolong koreksi kalo salah, jd maksudnya gini bukan?
🧔‍♂️ (Bapak): akibat perbu… https://t.co/PhYhbAJauS"
103,| THE GREAT MEMELORD |,2022-05-22 14:09:21+00:00,@unmagnetism Seks ya bebas lah. Kalo seks dipaksa namanya pemerkosaan 🤣
104,Nam ❁〡kluen's anti !,2022-05-22 14:01:52+00:00,"@jexatommo meromantisasi pemerkosaan jatohnya, jijik bgt :( asli ini tuh ga ada ""love""nya samsek"
105,Maaf Lahir Batin,2022-05-22 13:42:27+00:00,Polisi Akirnya Tangkap Pelaku Pemerkosaan Siswi SMP di Angkot https://t.co/V5LgjVJ9QK
106,Ndon 🍀 ️️️️️️️️️,2022-05-22 13:36:48+00:00,"Gigit Tangan Pelaku, Siswi SMP Berhasil Lolos dari Upaya Pemerkosaan
https://t.co/iT7yvEcaO4"
