,name,time,tweet
134,BEM KM FMIPA UGM,2022-05-29 10:30:02+00:00,pengetahuan dan pengertian berkaitan dengan pencegahan dan penanganan kekerasan seksual agar peserta dapat melindun… https://t.co/enJXFOQt3h
135,BEM KM FMIPA UGM,2022-05-29 10:29:32+00:00,"[Distraksi #1 : Rekaman dan Notulensi]

Diskusi Strategis dan Komprehensif pertama telah sukses dilaksanakan dengan… https://t.co/JQyyfz5P5G"
136,nanda,2022-05-29 10:04:20+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/4w7iO9LymM"
137,Magdalene,2022-05-29 10:00:02+00:00,"Cyber Hell, mengangkat kasus kekerasan seksual daring di Korea Selatan, Nth Room. Kasus ini sempat menggemparkan du… https://t.co/Bwoce3NYV3"
138,Raini,2022-05-29 09:51:46+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/xW5bIXdr1j"
139,JPNN.com,2022-05-29 09:47:54+00:00,"#BeritaJatim 
Hasil Riset Kekerasan Seksual Terhadap Jurnalis: Kaum Perempuan Masih Rentan
#hasilriset… https://t.co/W0KGQEQD6g"
140,Bayu Satya Amanah,2022-05-29 09:46:44+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/aWvKZ3Y2hn"
141,Georgius Benny,2022-05-29 09:45:45+00:00,Ini kontol kontol berjalan yg jadi predator kekerasan seksual di kampus selama gua masih ada di unpad bakal gua sik… https://t.co/CDYGTa9hEp
142,Hidayat,2022-05-29 09:37:00+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/TKt0ChTIS0"
143,arvin,2022-05-29 09:34:02+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/haKnJMNcK8"
144,Davina,2022-05-29 09:33:24+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/5y2zEN9Yf3"
145,Ibnu musa,2022-05-29 09:20:40+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/DnjeSSS2St"
146,Kominfo DIY,2022-05-29 09:10:39+00:00,"▶️ Ancaman dan kekerasan langsung, yaitu perdagangan orang secara online, pemerasaan seksual, pencurian identitas b… https://t.co/K9l4KKZWsp"
147,Kominfo DIY,2022-05-29 09:10:37+00:00,Sedulur tahu gak sih ? KBGO (Kekerasan Berbasis Gender Online) menjadi kekerasan seksual yang masih erat terjadi di… https://t.co/kfa1Jo8GFT
148,Sidik,2022-05-29 09:02:58+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/gmwqq1w0Eo"
149,Herlan,2022-05-29 08:52:48+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/xqgr83Vrn3"
150,resti raya,2022-05-29 08:38:20+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/dKxrU1HPyq"
151,Selvani,2022-05-29 08:36:21+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/zLPcKBWwxM"
152,Hilal,2022-05-29 08:34:21+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/mf4sbGQh83"
153,Ginanjar,2022-05-29 08:32:12+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/YLMtKLo0xY"
154,Siti,2022-05-29 08:29:02+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/eJO3zh0NaT"
155,Windi,2022-05-29 08:28:10+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/rvItf6DgIS"
156,Desi,2022-05-29 08:24:06+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/JYW8zs9rdP"
157,Putu Yulika,2022-05-29 08:22:51+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/DsfQfCobqD"
158,Dudung,2022-05-29 08:21:01+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/JcThcZMEqG"
159,jambang,2022-05-29 08:18:44+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/p5x8WLDdEB"
160,JPNN.com,2022-05-29 08:15:03+00:00,Hasil riset terhadap jurnalis di Malang Raya menyimpulkan bahwa kaum perempuan rentan mengalami kekerasan seksual.… https://t.co/ccSTXD4wus
161,Nadya Karima Melati,2022-05-29 08:10:06+00:00,Gw baru gabung sex-positive club di Jerman. Menurut gw budaya apresiasi prilaku seksual di Jerman dan di Indonesia… https://t.co/vkRw4Vza8q
162,Riza,2022-05-29 08:05:49+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/03G9dsO9M2"
163,Sandi,2022-05-29 08:04:52+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/pUZisCJn2F"
164,Jawa Pos,2022-05-29 08:04:47+00:00,Korban Kekerasan Seksual Diminta Tak Takut Melapor https://t.co/m9kWYzMwns
165,Andrian,2022-05-29 08:04:37+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/VIZA9Ma7I2"
166,vhrl,2022-05-29 08:04:07+00:00,"@KentaRagies @Askrlfess Even if mereka pasutri pun yang namanya kekerasan seksual ya tetep kekerasan, ini nggak men… https://t.co/8LLbqRD89m"
167,Intan,2022-05-29 08:03:57+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/r5KXKK5UsR"
168,ali,2022-05-29 07:56:22+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/VHUyJvZSVm"
169,Indria,2022-05-29 07:56:13+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/rcUVEUQ74D"
170,Safita,2022-05-29 07:48:49+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/MH9hpgeilP"
171,Sigit,2022-05-29 07:46:17+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/cwKAyTr4dE"
172,Echo,2022-05-29 07:45:47+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/PFogSvz0JH"
173,Zaenal,2022-05-29 07:45:33+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/6yQvUYxb5v"
174,cupluk,2022-05-29 07:45:14+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/qfnDhAyGBl"
175,rojak,2022-05-29 07:44:08+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/fS3KLA7oeV"
176,Kardino,2022-05-29 07:37:29+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/nwqMyej3pR"
177,godot,2022-05-29 07:35:41+00:00,"@royykhan @ForMujeres Percuma sarjana, otak dan empati gak dipake.
https://t.co/CeTKSrep9g  
 https://t.co/PQwv272kLd"
178,#PerpustakaanOnlineGenosida65_66,2022-05-29 07:35:09+00:00,Kekerasan Seksual sebagai Penyiksaan : Kejahatan terhadap Umat Manusia selama Pembantaian 1965-66 di Indonesia - An… https://t.co/WZmBMmp2qU
179,Leanne,2022-05-29 07:33:32+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/QABDrSoEG4"
180,Rina,2022-05-29 07:31:53+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/gGVLsArHNp"
181,godot,2022-05-29 07:31:39+00:00,@royykhan @ForMujeres @adjisdoaibu Empati itu dipake biar gak nyakitin hati korban lain. Di Indonesia ini korban ke… https://t.co/PTNmuKIXjF
182,Wendi,2022-05-29 07:30:36+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/UxA9MdRLXf"
183,Tia Majid,2022-05-29 07:28:19+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/EV2O3altrt"
184,tina,2022-05-29 07:27:08+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/km5XbpAXMi"
185,Puspita,2022-05-29 07:15:57+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/sgRn91nmhZ"
186,Anwar,2022-05-29 07:14:51+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/7Yx8mESNMi"
187,Agung,2022-05-29 07:12:16+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/RQlI9FxCSd"
188,Arsya,2022-05-29 07:11:35+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/t3JsxomWuK"
189,Rudi,2022-05-29 07:09:41+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/um0QXGjaUF"
190,Silvia,2022-05-29 07:08:57+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/BbvxQ5awWZ"
191,Rutnia,2022-05-29 07:07:56+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/9Hkz3Hzanp"
192,Naradi Wijaya,2022-05-29 07:00:02+00:00,"Puan sukses menunjukkan kinerja baik selama memimpin DPR, antara lain melahirkan UU Cipta Kerja, UU tentang Tindak… https://t.co/Db0GBTDlv4"
193,kknhmba,2022-05-29 07:00:01+00:00,"Selama ini Puan sukses menunjukkan kinerja baik selama memimpin DPR, antara lain melahirkan UU Cipta Kerja, UU tent… https://t.co/T4RA3OKc5V"
194,Prof. Laily Fitry,2022-05-29 04:36:51+00:00,“Laki-laki heteroseksual maskulin” akan lebih dipercaya ketika menyampaikan perspektif dia. Mrk bahkan punya privil… https://t.co/YI9OHLs2a5
195,Evi Mariani,2022-05-29 04:22:06+00:00,"Makanya saya berharap sebaliknya terjadi, org yg selama ini memperjuangkan HAM dan keadilan sosial, mestinya bisa l… https://t.co/HUHgbEJWDJ"
196,AbeNk RipCult,2022-05-29 03:47:53+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/qj7SVajgaP"
197,Ryu,2022-05-29 03:37:57+00:00,"@JAV_banget Perihal resesi bakal banyak akibat fatal, dengan resesi yg terjadi seperti perjaka single ketika indust… https://t.co/C3Ld4EFS5A"
198,kangen,2022-05-29 02:34:59+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/4PYbAiDIX8"
199,Nur Retno,2022-05-29 02:14:12+00:00,"bener2 deh indonesia darurat kekerasan seksual pada anak-anak. 
Pada gila x ya anak2 kecil yg d jadiin korban Ya Allah.."
200,Wawaw 🦥,2022-05-29 01:31:22+00:00,"@thaartha88 @literarybase Ini trigger warningnya tentang kekerasan fisik dan seksual, trus blakangnya ada tulisan 1… https://t.co/kOq85Jyz8F"
201,B 374 RAY,2022-05-29 00:37:58+00:00,@alextham878 PKS 👉 Pelaku Kekerasan Seksual 😅
202,-,2022-05-29 00:33:20+00:00,"Justru pada mulanya, kekerasan seksual itu dilakukan dgn power play. Untuk menunjukkan kekuasaan. Untuk menundukkan… https://t.co/4jd2y7WNKA"
203,-,2022-05-29 00:31:22+00:00,"Orang paham paksaan adl unsur dalam kekerasan seksual, tapi ada unsur lain yg orang lebih luput : POWER PLAY.

Ya,… https://t.co/DK5KtnDaqp"
204,I'm not Jason!,2022-05-28 23:29:15+00:00,"Pertama-tama, kami semua driver ojol mengutuk keras tindakan pelecehan seksual &amp; kekerasan.
Baik itu driver ojol se… https://t.co/FgRrhiOSuv"
205,IDN Times,2022-05-28 23:03:06+00:00,Kekerasan pada laki-laki jarang terlihat  https://t.co/k6xyNMtIDe
206,J,2022-05-28 22:31:14+00:00,"Kategori Pelanggaran berat ditwitter,hindari posts bermaterikan:

1. Ancaman kekerasan(HATEFUL)
2. Media intim yang… https://t.co/RD4BhaCQiB"
207,supri cm lewat,2022-05-28 20:41:16+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksual dan UU tentang #PuanPM"
208,Malika D. Ana,2022-05-28 20:25:12+00:00,"Masalahnya, yg abu2 dan pelangi itu butuh mangsa. Dipake utk melawan apa yg skrg disebut 'kriminalisasi' tulang lun… https://t.co/XzoQVuZiFm"
209,T1D,2022-05-28 19:46:00+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/sUAUBGl25S"
210,Pick pocket girl,2022-05-28 19:26:34+00:00,@damibeautyfull @suhaindiaji @akungambisnih @Hilmymuntas @Nadhezda8 Bedakan antara kasus pelecehan / kekerasan seks… https://t.co/0QuJ4gJK9o
211,Iraya,2022-05-28 17:03:16+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/JCAmSZiCXH"
212,Rora,2022-05-28 16:27:16+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/lxNX2WAJZR"
213,JeniUsi,2022-05-28 15:41:02+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/cySnSsXgP5"
214,◡̈,2022-05-28 15:09:04+00:00,"Baru kesampean nonton #27StepsOfMay. 

Trauma kekerasan seksual yg terjadi pada korban dan rasa bersalah yg dialami… https://t.co/u4YKqzE9yE"
215,NgopiBareng.id,2022-05-28 15:07:04+00:00,Aliansi Jurnalis Independen (AJI) Malang mencatat mayoritas jurnalis perempuan di Malang Raya pernah mengalami keke… https://t.co/U36M8AtdHS
216,Podcast Romansa,2022-05-28 15:06:43+00:00,Sadar nggak sih kalau tiap kalimat yang kita keluarkan akan berdampak pada korban dan (terduga) pelaku? dua pujangg… https://t.co/Uno6SqYq4W
217,Alya🐨,2022-05-28 15:06:22+00:00,"@18fesss Masuknya bisa kekerasan seksual lo.. Hak apa dia ngatur tubuh perempuan? Tubuh mu milik mu, kena saat saki… https://t.co/IQRLZcNj71"
218,Ra,2022-05-28 14:28:49+00:00,@literarybase kala kala kala pokoknya kak kalaaaa😿‼️mau ke cafe/tempat nongkrong yg ada perpusnya. jd nnt minum mat… https://t.co/gvGxS3lhrN
219,Wednesday Addams,2022-05-28 14:22:51+00:00,"Mantap, ada neraka khusus bagi pelaku pelecehan dan kekerasan seksual."
220,jambang,2022-05-28 14:02:25+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/v87WYedHwt"
221,GinaGustari,2022-05-28 13:53:37+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/GYLm5koToE"
222,Redaksi Serat,2022-05-28 13:38:41+00:00,"22,5 Persen Jurnalis Malang Mengalami Kekerasan Seksual Berbasis Gender

https://t.co/EmWCAuLb4G https://t.co/mah5JU58Kl"
223,Tebuireng,2022-05-28 13:22:53+00:00,"Banyak saat ini menemui fenomena kekerasan seksual entah dilingkungan ataupun dari berita, jadi apa sih kekerasan s… https://t.co/nEVbqGalHI"
224,arvin,2022-05-28 12:33:51+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/GHMvczOTix"
225,CantikaAmel,2022-05-28 12:33:32+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/RFr7NHzoiE"
226,ᴾⁱʲᵒʸ ୧⍤⃝❄,2022-05-28 12:28:37+00:00,@panhwink oalah itu kasus yg kekerasan/pelecehan seksual yg leway grup telegram itu kayakny ini pernah di bahas sama korea reomit deh
227,koo,2022-05-28 12:27:11+00:00,@GrabID @ennsungie Mohon cepat usut tuntas kasusnya @GrabID pecat+lapor polisi krn udh termasuk tindak kekerasan seksual!
228,Vin ✘ Thursday's child,2022-05-28 12:02:16+00:00,"Ngetik ff homo lancar bgt giliran suruh nulis esai kekerasan seksual bingung, emang lu gak ada adab vin, otak lu se… https://t.co/hQ3m7B0Xvj"
229,Lindungi Keluarga,2022-05-28 12:00:22+00:00,Anda juga dapat melihat jumlah kasus kekerasan dan kejahatan seksual di sekitar anda melalui peta di home https://t.co/T5HtEMGvHs
230,Indonesia Judicial Research Society (IJRS),2022-05-28 11:18:25+00:00,"Donwload Bookletnya di sini:
https://t.co/eCoCZRoMEr

*link pada tweet sebelumnya adalah rilis pers kami."
231,Agung,2022-05-28 11:10:30+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/GH0SAu1Fne"
232,Rohithraj,2022-05-28 10:33:34+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/RUnQmcwomR"
233,Ginanjar,2022-05-28 10:25:28+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/k8iUSZQNP6"
234,nanda,2022-05-28 10:09:36+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/mBoT954fnC"
235,indonesiana,2022-05-28 09:56:03+00:00,Dampak Kekerasan Seksual Terhadap Perempuan yang Kian Meningkat https://t.co/5EoHYi1WB5 #TempoIndonesiana
236,Sandi,2022-05-28 09:41:38+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/EUSR1ukudm"
237,jago,2022-05-28 09:15:58+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/F8TNneMPjV"
238,for.mujeres,2022-05-28 09:15:57+00:00,"3. Meminta kepada Jama'ah Shiddiqiyyah untuk tidak menghalangi proses hukum yang menyeret MSAT, menormalisasi peril… https://t.co/UrIybXGpbw"
239,for.mujeres,2022-05-28 09:15:56+00:00,"Front Santri Melawan Kekerasan Seksual menyatakan sikap:

1. Mengecam keras acara musik yang diselenggarakan oleh M… https://t.co/sgYZCqztGn"
240,for.mujeres,2022-05-28 09:15:50+00:00,"Mohon untuk disebarkan

PELAKU KASUS PERKOSAAN SANTRI TANPA MALU AKAN TAMPIL DI KONSER MESKIPUN STATUSNYA DPO

Fron… https://t.co/u4ouzX4nj4"
241,Hidayat,2022-05-28 09:03:02+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/BV4SYkwEPE"
242,Asep,2022-05-28 09:01:18+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/20IJxSUxzY"
243,Nadd,2022-05-28 08:58:03+00:00,@rainyday_la @xxjwbb @zeinclnya_ @AREAJULID Oh ya? Tdk menjamin sih belajar agama lalu perilakunya baik. Tindak kek… https://t.co/ubvcy60t35
244,Mubadalah.id,2022-05-28 08:46:20+00:00,"Sudah jadi korban, lalu dia juga susah mencari keadilan. Itu lah kondisi perempuan korban kekerasan seksual.… https://t.co/5dtPHprRjk"
245,Sigit,2022-05-28 08:44:34+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/8S1btWFT4D"
246,Indria,2022-05-28 08:40:05+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/buOHeUyvBC"
247,Herlan,2022-05-28 08:36:08+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/kcNHyoV7Kq"
248,Santi,2022-05-28 08:32:37+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/ywTNd7wn6J"
249,GunGun,2022-05-28 08:22:12+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/U27re4PmKI"
250,Hilal,2022-05-28 08:17:23+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/fYXlsWLwXN"
251,sali nungguin GOT7 cb⁷ ᶠᵒʳ ⁷,2022-05-28 08:14:20+00:00,"@juxtadeus @AhmadFaisal_12_ @ReshaGusta @bilalieur @Prambors Ada dong, dgn menciptakan lingkungan aman korban, korb… https://t.co/N79t3JRDQG"
252,Nur Retno,2022-05-28 08:14:13+00:00,"bener2 deh indonesia darurat kekerasan seksual pada anak-anak. 
Pada gila x ya anak2 kecil yg d jadiin korban Ya Allah.."
253,Desi,2022-05-28 08:08:39+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/hB7UGSOzIz"
254,Riza,2022-05-28 08:08:29+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/iaAkAlx04X"
255,Evano,2022-05-28 08:05:06+00:00,"Perhatian. 

Akun ini berpotensi memuat berbagai konten dewasa.  Memungkinkan adanya penggunaan bahasa kasar, keker… https://t.co/KuJUJsU6DD"
256,Tia Majid,2022-05-28 08:02:19+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/pqUiqOfOoI"
257,Rudi,2022-05-28 08:01:39+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/Ft7tfbhOX5"
258,Titik,2022-05-28 07:55:57+00:00,@_ekokuntadhi Memang tak semua ajaran agama yang patut jadi panutan umat seantero planet? Ada ajaran dongeng dari i… https://t.co/IbHMHu1Ua1
259,rojak,2022-05-28 07:55:56+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/T9uUPdOqv9"
260,Ridwan,2022-05-28 07:49:53+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/67OtKrxVfe"
261,Wendi,2022-05-28 07:45:22+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/MuWKvrBFRO"
262,Rudi,2022-05-28 07:39:59+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/2Dbximz3Xq"
263,Windi,2022-05-28 07:24:48+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/xGsSrMYcar"
264,Puan Maharani Jawa Timur,2022-05-28 07:23:14+00:00,"""DPR RI baru saja mengesahkan undang-undang anti kekerasan berbasis gender yaitu UU Tindak Pidana Kekerasan Seksual… https://t.co/wQmtN0rzTb"
265,Putu Yulika,2022-05-28 07:17:30+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/mexbBaQu7H"
266,Echo,2022-05-28 07:12:41+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/ppMBMWhy5z"
267,Silvia,2022-05-28 07:11:49+00:00,"Dipimpin Puan, DPR berhasil menuntaskan beberapa UU yang penting, seperti UU tentang Tindak Pidana Kekerasan Seksua… https://t.co/fj9fEi10pu"
268,dul. u,2022-05-28 07:10:15+00:00,@RahasiaPlatipus stop kekerasan seksual #seksualharasemen
269,IDN Times,2022-05-28 06:53:07+00:00,"Korban semakin distigma, disalahkan, timbul trauma baru https://t.co/WxsJ24sFVP"
270,Filter,2022-05-28 06:37:47+00:00,"@dindayohanes Bener din ada 😭😭 

Kok bisa sih orng phobia 😌 apa karna doi ketakutan bekas ada kekerasan seksual juga bisa ga, jadi phobia 😭"
